#RISC-V Lite - Error log file

Expected									Simulated									Error
00000000000000000000000000001111			00000000000000000000000000001111			0
00000000000000000000000000100010			00000000000000000000000000100010			0
00000000000000000000000111111110			00000000000000000000000111111110			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
00000000000000000000000000000000			00000000000000000000000000000000			0
